Programa,id_log_view,user_log_view,Anio,Fecha,Status_pct,Horas_uso_raw,Horas_uso_ajustada,Nivel,Tipo_nivel,Area_Conocimiento,Componente_academico,ID_SIS,Es_interno
IQS,a600bde63eba44499e7fd649,fea9e9f190a54701a7e6ec07,2024,2024-11-14,,0.41,0.41,6° Grado,Grado,Matemáticas,Componente 21,102176,False
IQS,249759a1a8d54558b6776ed5,99454e87891b4d709850a4fe,2023,2023-01-09,,0.49,0.49,6° Grado,Grado,Ciencias Sociales,Componente 40,103485,False
IQS,d4d1a9eea0f04f8c8cafb032,c38033cf3de647e98c9ca1df,2023,2023-11-16,,0.46,0.46,4° Grado,Grado,Ciencias de la Naturaleza,Componente 57,103524,False
IQS,0b6ea07cfc56493f8c7434af,bf69016d39f540fd8a0736f9,2023,2023-03-11,75.0,1.52,1.52,6° Grado,Grado,Ciencias de la Naturaleza,Componente 30,103863,False
IQS,8df2784725ac48ed906a5b3e,dba8fc554ba3415b9516281c,2023,2023-02-15,25.0,0.31,0.31,2° Grado,Grado,Lengua Española,Componente 23,105009,False
IQS,11d9da22dcfa4196a7c026e5,af784f89454c4cea98ff0c3b,2024,2024-11-11,,0.48,0.48,6° Grado,Grado,Matemáticas,Componente 26,103967,False
IQS,9d2001f8a915417781dfa103,9abae178c1c147d18d90d74c,2025,2025-02-06,,0.67,0.67,6° Grado,Grado,Ciencias de la Naturaleza,Componente 18,104186,False
IQS,a033660260ff494d91b248ff,43a0470f4f0a40b09a0d3b2d,2025,2025-11-09,50.0,1.03,1.03,6° Grado,Grado,Lengua Española,Componente 56,102859,False
IQS,cc06560c33664bcd83589e0f,29fec145783948e49ea9a6ec,2023,2023-10-25,100.0,0.01,0.01,2° Grado,Grado,Ciencias Sociales,Componente 48,102777,False
IQS,dfd7b5bea1ce4549b5e07a9f,18b155f0d3d94396a7e9c5b7,2023,2023-12-21,,1.7,1.7,6° Grado,Grado,Ciencias de la Naturaleza,Componente 36,102751,False
IQS,c8152695054f46f09a48b79d,c38033cf3de647e98c9ca1df,2023,2023-12-24,0.0,2.62,2.62,5° Grado,Grado,Ciencias Sociales,Componente 22,103524,False
IQS,e3140ec812fd42deb387bae8,c19290cb39c74928ae063e97,2022,2022-07-26,25.0,0.05,0.05,6° Grado,Grado,Matemáticas,Componente 48,103814,False
IQS,4a9108ec60144ed781a73115,9d317af30b7b4ee6acc4e00e,2023,2023-07-11,25.0,0.22,0.22,5° Grado,Grado,Ciencias Sociales,Componente 24,101819,False
IQS,e2ee464a83684fb2a1548d94,fd8346b254fe4458b92a0501,2023,2023-08-27,75.0,,,6° Grado,Grado,Lengua Española,Componente 39,104295,False
IQS,9c20072696294d629503a43f,14a3d6f3d82d4518bdfb47e9,2023,2023-09-21,25.0,0.05,0.05,3° Grado,Grado,Ciencias de la Naturaleza,Componente 39,102666,False
IQS,5620405c48d4436d96ec5599,84ee8daf1c1948b986f77c4a,2023,2023-12-23,,0.35,0.35,3° Grado,Grado,Ciencias Sociales,Componente 15,103141,False
IQS,e54bb9f3226948f191991e1b,5d1d43267cea4ead8f24eede,2023,2023-03-22,,0.11,0.11,6° Grado,Grado,Matemáticas,Componente 48,101582,False
IQS,71f99c48f06d44348711e3b5,a06e1a5f237a4bedad6b5ba5,2024,2024-09-13,75.0,0.29,0.29,1° Grado,Grado,Matemáticas,Componente 39,101368,False
IQS,5235c8b0ec354c8aa2691115,b0553cb957b841c0a75b60a7,2023,2023-06-25,100.0,2.25,2.25,6° Grado,Grado,Matemáticas,Componente 39,103936,False
IQS,752dcdcdc1454d7fbf8aa564,bf69016d39f540fd8a0736f9,2025,2025-08-10,25.0,1.73,1.73,4° Grado,Grado,Matemáticas,Componente 40,103863,False
IQS,41d25bb17d5a45d4967a6ab1,14a3d6f3d82d4518bdfb47e9,2025,2025-11-01,25.0,0.27,0.27,4° Grado,Grado,Lengua Española,Componente 9,102666,False
IQS,da716e7e767a4c42ab4f681d,dba8fc554ba3415b9516281c,2026,2026-03-12,,,,6° Grado,Grado,Ciencias Sociales,Componente 5,105009,False
IQS,738484927877428884c0c427,14d3f039863b4c95bca86a9a,2026,2026-04-17,,0.06,0.06,4° Grado,Grado,Matemáticas,Componente 29,100924,False
IQS,32631e0230fe43aca34d8ba3,bf69016d39f540fd8a0736f9,2023,2023-06-16,,1.5,1.5,3° Grado,Grado,Ciencias Sociales,Componente 47,103863,False
IQS,697ce0c8b7254daf899f1172,14a3d6f3d82d4518bdfb47e9,2023,2023-08-04,25.0,0.16,0.16,6° Grado,Grado,Lengua Española,Componente 1,102666,False
IQS,80092b1dc87e45eb8ef2bd3b,97c35894ee044156b7eb3f63,2025,2025-11-30,50.0,0.17,0.17,6° Grado,Grado,Ciencias de la Naturaleza,Componente 29,101569,False
IQS,77910e85d14243c6aeb4df73,1d57bdad0daa451887d5a6b0,2023,2023-08-12,,1.08,1.08,4° Grado,Grado,Ciencias Sociales,Componente 47,100808,False
IQS,4b77d50927694e5c815f8158,5f16a526cb7a409592663f3f,2025,2025-04-07,,1.05,1.05,4° Grado,Grado,Lengua Española,Componente 24,103843,False
IQS,43bd95216c4849e3812c7ca4,cf747da360bf408e906f841e,2023,2023-11-14,25.0,,,4° Grado,Grado,Ciencias Sociales,Componente 9,103725,False
IQS,42188cbf0ff34d629131ac3d,b6af244fb84f45b1ad1df793,2023,2023-09-21,,0.41,0.41,1° Grado,Grado,Lengua Española,Componente 52,101540,False
IQS,8f4159a8cb454ad09d55c7b7,9615dcc64a834ba0800b08f2,2024,2024-12-21,50.0,0.01,0.01,6° Grado,Grado,Ciencias Sociales,Componente 57,103541,False
IQS,f8363cedacae451eae64c069,3bd3dc7ec2404c6c989a812b,2023,2023-11-02,50.0,0.4,0.4,6° Grado,Grado,Matemáticas,Componente 41,101962,False
IQS,c081681b974d452fac8d66b1,9d317af30b7b4ee6acc4e00e,2024,2024-06-12,,0.08,0.08,6° Grado,Grado,Ciencias de la Naturaleza,Componente 55,101819,False
IQS,7e695238d0d142b8960a2e5b,d9e60eb68f914f6187d3f41b,2023,2023-12-29,,0.08,0.08,6° Grado,Grado,Ciencias Sociales,Componente 57,101364,False
IQS,d7052f890f604da296b059b9,c38033cf3de647e98c9ca1df,2023,2023-04-02,,0.51,0.51,6° Grado,Grado,Ciencias de la Naturaleza,Componente 46,103524,False
IQS,42c31951429140e2b69aabfa,87a0a32693194bde9eb4118a,2026,2026-07-13,25.0,0.45,0.45,6° Grado,Grado,Lengua Española,Componente 29,101812,False
IQS,7893b5cf1ef64d2bb5f1d118,b0514fa13cdb4c3dbed1c321,2023,2023-05-13,25.0,0.2,0.2,2° Grado,Grado,Matemáticas,Componente 43,103471,False
IQS,767df284c1ee42ee9fbe7f4a,dba8fc554ba3415b9516281c,2023,2023-03-13,,1.43,1.43,5° Grado,Grado,Ciencias Sociales,Componente 4,105009,False
IQS,2ef06673ac504248b09d5d7f,1642fe50db684b8ea65833c1,2023,2023-04-05,25.0,0.55,0.55,3° Grado,Grado,Ciencias de la Naturaleza,Componente 38,104970,False
IQS,321145f994034d5f8dcc0ecd,1c5eefcdf33e473cb7e0d013,2023,2023-08-07,100.0,0.05,0.05,1° Grado,Grado,Ciencias de la Naturaleza,Componente 4,100853,False
IQS,636f33ccfb4d47898871e2b0,fea9e9f190a54701a7e6ec07,2022,2022-12-21,,,,6° Grado,Grado,Ciencias de la Naturaleza,Componente 52,102176,False
IQS,3cd419e2f69244b7aa5bdd81,4121c2b34e074f6fa2c39975,2023,2023-05-16,100.0,0.02,0.02,1° Grado,Grado,Ciencias de la Naturaleza,Componente 25,101185,False
IQS,ad5d6a6f69fc46c8b7aac3fd,97c35894ee044156b7eb3f63,2023,2023-09-27,,0.12,0.12,6° Grado,Grado,Ciencias Sociales,Componente 39,101569,False
IQS,dca11039969844b0b78d5e9f,508643e7d1a842f18e8cf775,2024,2024-07-19,,0.69,0.69,2° Grado,Grado,Ciencias de la Naturaleza,Componente 47,105139,False
IQS,d3eda09b704d43d49f77d95c,1642fe50db684b8ea65833c1,2023,2023-02-21,25.0,0.86,0.86,6° Grado,Grado,Matemáticas,Componente 56,104970,False
IQS,988c3e4cd3454757a8e34ec1,80cc1f161bc34cfab1b5e506,2023,2023-10-09,,0.0,0.0,3° Grado,Grado,Matemáticas,Componente 30,101554,False
IQS,2b81a40506e5429a8c84c034,5a4baf163c72464ba70bdfc3,2023,2023-10-27,,2.01,2.01,6° Grado,Grado,Ciencias Sociales,Componente 3,103363,False
IQS,8f03eeffe7a34cbfa898c42b,723751fbbd6b460b8a262ad9,2023,2023-01-22,75.0,0.92,0.92,3° Grado,Grado,Lengua Española,Componente 11,104057,False
IQS,b09ac0a5acf44d649f439aee,94ea4abfe4444a469873471c,2023,2023-02-03,25.0,0.62,0.62,4° Grado,Grado,Ciencias de la Naturaleza,Componente 31,101562,False
IQS,97b72c45c5444553a8f7dd17,442c9196c80b498fa52c808b,2026,2026-06-13,100.0,,,3° Grado,Grado,Lengua Española,Componente 59,104726,False
IQS,e6aa34de64454b5e940b2be9,97d494410166468cbf225f11,2023,2023-06-19,0.0,0.27,0.27,3° Grado,Grado,Lengua Española,Componente 22,103732,False
IQS,030bab5ea3a148ec9faf50a6,94ea4abfe4444a469873471c,2024,2024-05-24,75.0,0.16,0.16,6° Grado,Grado,Ciencias Sociales,Componente 39,101562,False
IQS,dcd0c73825d84b47be77a7ad,9d317af30b7b4ee6acc4e00e,2023,2023-01-06,,1.36,1.36,6° Grado,Grado,Matemáticas,Componente 46,101819,False
IQS,295245ca39274eb2bedc8bda,fd8346b254fe4458b92a0501,2024,2024-11-16,100.0,0.06,0.06,3° Grado,Grado,Lengua Española,Componente 26,104295,False
IQS,6f6963ce0fc84844bf45954a,d586bf4afa71469ea1e10697,2024,2024-12-16,50.0,0.36,0.36,4° Grado,Grado,Lengua Española,Componente 33,104487,False
IQS,5c26dbc89813421fb248f1c8,1fbc2c7c19a94c8fbf21d2dc,2025,2025-05-10,,0.07,0.07,6° Grado,Grado,Lengua Española,Componente 4,104767,False
IQS,af02ef85e95e40e195f16dc1,1642fe50db684b8ea65833c1,2023,2023-04-23,25.0,1.05,1.05,5° Grado,Grado,Ciencias Sociales,Componente 18,104970,False
IQS,d60e3560618949618336fa5a,f5b78e3228124e6d99606af7,2023,2023-05-17,,0.03,0.03,2° Grado,Grado,Ciencias de la Naturaleza,Componente 10,104719,False
IQS,f334af2dfa9f4b518ff22701,723751fbbd6b460b8a262ad9,2023,2023-06-27,,0.24,0.24,4° Grado,Grado,Lengua Española,Componente 30,104057,False
IQS,d3c410b28f4d4ab88f3a7c8c,57364ffb2264410ab1c5c71f,2023,2023-07-10,,0.0,0.0,6° Grado,Grado,Ciencias Sociales,Componente 23,104724,False
IQS,3e1047f6458140989891feca,b0553cb957b841c0a75b60a7,2023,2023-10-20,,0.92,0.92,2° Grado,Grado,Matemáticas,Componente 57,103936,False
IQS,a4005c346c97437080e18c0d,14a3d6f3d82d4518bdfb47e9,2023,2023-09-17,,0.61,0.61,4° Grado,Grado,Lengua Española,Componente 1,102666,False
IQS,d1f2f309fc3946c1b88ee100,a6a819058e9b44609a7ce4a6,2023,2023-11-28,25.0,0.22,0.22,2° Grado,Grado,Lengua Española,Componente 8,101614,False
IQS,071dbca35350419aaf2f0e22,2df3d1f26eaf45c08087d80f,2023,2023-06-03,,1.3,1.3,3° Grado,Grado,Lengua Española,Componente 46,103168,False
IQS,45e4204cec684d7f8074530e,9ea8a16d0f154dfcb23a2d1d,2023,2023-02-21,,0.1,0.1,6° Grado,Grado,Matemáticas,Componente 15,104557,False
IQS,518a64f7ec4e44e8bc7a2ef1,64c7418fb94a450a8e3798fa,2023,2023-05-22,100.0,1.16,1.16,5° Grado,Grado,Ciencias de la Naturaleza,Componente 24,104320,False
IQS,011f82d5d83549719a6724ab,555b1fc48a014b2188f5d34d,2025,2025-08-25,100.0,0.06,0.06,2° Grado,Grado,Ciencias Sociales,Componente 45,101325,False
IQS,be62a6378a11429084e7e79b,b6af244fb84f45b1ad1df793,2021,2021-02-11,0.0,0.01,0.01,4° Grado,Grado,Lengua Española,Componente 30,101540,False
IQS,e69dcb1798c448e6a4549c97,c8f3d952d52c4377a74407c5,2023,2023-06-13,,0.78,0.78,6° Grado,Grado,Matemáticas,Componente 27,105002,False
IQS,3d7529b8bbf84131a6b7d550,dba8fc554ba3415b9516281c,2023,2023-03-06,,0.11,0.11,1° Grado,Grado,Ciencias de la Naturaleza,Componente 33,105009,False
IQS,cd12a773fde74c02b4db484c,5558930c63084d958f703c26,2023,2023-05-11,100.0,0.54,0.54,6° Grado,Grado,Ciencias Sociales,Componente 6,101351,False
IQS,eb25da5a7500409b966e812d,f1eecb6e79454598a57fa6ae,2026,2026-05-12,25.0,,,3° Grado,Grado,Ciencias Sociales,Componente 38,101672,False
IQS,3533c6901056419f9d853051,bbb88782c7d244988319f036,2021,2021-05-15,,0.12,0.12,2° Grado,Grado,Matemáticas,Componente 21,102784,False
IQS,8dae47f26d864c1993d0500f,5558930c63084d958f703c26,2023,2023-03-05,25.0,0.35,0.35,6° Grado,Grado,Ciencias de la Naturaleza,Componente 30,101351,False
IQS,98eac3a3eef6436795edd8f2,0441b916b8e74bbebf0e3b5e,2023,2023-12-04,50.0,0.32,0.32,3° Grado,Grado,Lengua Española,Componente 12,102815,False
IQS,5649cbb6b72e4990bb19afbc,e96dbacb568f480bb863f60a,2024,2024-11-13,,0.98,0.98,4° Grado,Grado,Ciencias Sociales,Componente 32,102183,False
IQS,1089f85b4396438d8b9ad3a0,442c9196c80b498fa52c808b,2023,2023-04-17,,0.05,0.05,2° Grado,Grado,Ciencias Sociales,Componente 36,104726,False
IQS,46dc509b532f44c19e422bfd,cb026111deb549e3acbff6eb,2023,2023-10-20,75.0,0.05,0.05,2° Grado,Grado,Ciencias de la Naturaleza,Componente 1,103737,False
IQS,03d544d713854ddc8a16e762,97d494410166468cbf225f11,2024,2024-03-25,,0.74,0.74,6° Grado,Grado,Lengua Española,Componente 32,103732,False
IQS,606a0d37f3b54740870a69e6,1d57bdad0daa451887d5a6b0,2025,2025-07-24,50.0,0.16,0.16,6° Grado,Grado,Ciencias Sociales,Componente 48,100808,False
IQS,c9a0f99b65bc4948baf2f40f,00b54deac72546cdafa17218,2023,2023-09-10,50.0,0.0,0.0,6° Grado,Grado,Ciencias Sociales,Componente 21,102531,False
IQS,92a1fa032eef47f78a6e346a,cf747da360bf408e906f841e,2023,2023-01-27,,0.59,0.59,6° Grado,Grado,Ciencias de la Naturaleza,Componente 21,103725,False
IQS,14d79f3907554540b035d36a,00b54deac72546cdafa17218,2023,2023-01-31,,1.52,1.52,2° Grado,Grado,Ciencias Sociales,Componente 29,102531,False
IQS,9469cf416a0846c8b7c88b10,18b155f0d3d94396a7e9c5b7,2023,2023-03-11,25.0,0.14,0.14,6° Grado,Grado,Ciencias Sociales,Componente 14,102751,False
IQS,d7ba8e696ada46a9a8efb945,723751fbbd6b460b8a262ad9,2023,2023-01-22,100.0,0.0,0.0,6° Grado,Grado,Lengua Española,Componente 5,104057,True
IQS,9addae4a38804c6c9c9401f7,3363de028c484016b6059407,2023,2023-05-22,,0.11,0.11,5° Grado,Grado,Matemáticas,Componente 34,102427,False
IQS,da87cedcf03e4b8e87ee79ed,d586bf4afa71469ea1e10697,2024,2024-08-08,75.0,0.02,0.02,6° Grado,Grado,Matemáticas,Componente 18,104487,False
IQS,d76a4088ba6a43ec9b5ca166,f0c5251607e94d61a54344e0,2023,2023-09-01,,0.05,0.05,4° Grado,Grado,Ciencias de la Naturaleza,Componente 37,102905,False
IQS,3c90f7723f824e23a81b6300,7f0bb751143747498ca0de1b,2023,2023-02-05,,1.51,1.51,6° Grado,Grado,Matemáticas,Componente 38,101436,False
IQS,e54717eb411e4c8e9bdb6b26,3bd3dc7ec2404c6c989a812b,2023,2023-02-15,75.0,0.52,0.52,6° Grado,Grado,Lengua Española,Componente 16,101962,False
IQS,daf19c66d4f4475180b62080,07e57099e5aa4a82bbd53e44,2023,2023-07-27,,0.11,0.11,6° Grado,Grado,Ciencias Sociales,Componente 8,103153,False
IQS,55d2b61f576148c2a44a2ecd,97c35894ee044156b7eb3f63,2024,2024-07-04,,0.15,0.15,1° Grado,Grado,Ciencias Sociales,Componente 6,101569,False
IQS,03da014d0c0a4c4faea8a621,cf747da360bf408e906f841e,2023,2023-03-05,100.0,2.06,2.06,6° Grado,Grado,Ciencias Sociales,Componente 12,103725,False
IQS,d8cc1d7a828949e9b7326c94,b8dd33bc101c4fedbbe7b7bf,2023,2023-03-20,25.0,,,6° Grado,Grado,Lengua Española,Componente 2,101732,False
IQS,8835f5ac10a24ad89475ab97,29fec145783948e49ea9a6ec,2025,2025-09-20,50.0,0.15,0.15,2° Grado,Grado,Matemáticas,Componente 47,102777,False
IQS,e305fecba91949faa480f352,43a0470f4f0a40b09a0d3b2d,2024,2024-07-15,50.0,0.68,0.68,6° Grado,Grado,Ciencias Sociales,Componente 14,102859,False
IQS,7dd7c768e91844349593a5e7,e96dbacb568f480bb863f60a,2023,2023-03-03,100.0,0.08,0.08,3° Grado,Grado,Lengua Española,Componente 13,102183,False
IQS,30360399d0434e3f9e1801e0,508643e7d1a842f18e8cf775,2023,2023-06-02,25.0,0.33,0.33,4° Grado,Grado,Ciencias de la Naturaleza,Componente 12,105139,False
IQS,56705f4d695c48369360ac0b,5f684ea408f34c599543b6d3,2023,2023-11-27,,1.68,1.68,6° Grado,Grado,Ciencias Sociales,Componente 40,103335,False
IQS,dccb0ba1ba314c40af046416,e4cfdb3a24234354b75ba10f,2023,2023-10-14,,0.14,0.14,6° Grado,Grado,Matemáticas,Componente 9,103980,False
IQS,e72afeb440214fd5b0299a25,ec463c9da1a3453faf86fc81,2023,2023-05-05,0.0,0.31,0.31,5° Grado,Grado,Lengua Española,Componente 52,103325,False
IQS,5a3f7a9b91bf4ca5a9f3a92a,99cbf085fbe440748eedfdd0,2023,2023-01-24,100.0,0.97,0.97,3° Grado,Grado,Ciencias de la Naturaleza,Componente 33,104102,False
IQS,64255eb6216d45bbbb98d22e,ecfce1cabd8948bca5fdc08f,2022,2022-09-21,100.0,0.95,0.95,3° Grado,Grado,Ciencias Sociales,Componente 58,104475,False
IQS,503ee18701224255a0b57d34,7dd6a62e0570449f8211be67,2024,2024-09-24,,0.06,0.06,6° Grado,Grado,Matemáticas,Componente 17,100893,False
IQS,30fb6ad0d55243288c86f8ad,3bd3dc7ec2404c6c989a812b,2024,2024-09-27,100.0,0.74,0.74,4° Grado,Grado,Ciencias Sociales,Componente 46,101962,False
IQS,406cdced2132411b8ddbaa82,7dd6a62e0570449f8211be67,2023,2023-03-29,75.0,3.26,3.26,6° Grado,Grado,Matemáticas,Componente 12,100893,False
IQS,ed1592d050f7469888b74c36,fd8346b254fe4458b92a0501,2023,2023-01-20,75.0,,,6° Grado,Grado,Ciencias de la Naturaleza,Componente 48,104295,False
IQS,39d7d45a68db48e58d97b4fa,fea9e9f190a54701a7e6ec07,2023,2023-11-03,0.0,2.32,2.32,1° Grado,Grado,Matemáticas,Componente 5,102176,True
IQS,a407c64b0474461c9803a412,1642fe50db684b8ea65833c1,2023,2023-10-11,25.0,0.17,0.17,2° Grado,Grado,Ciencias Sociales,Componente 17,104970,False
IQS,2993e97cef234ba389e72604,2df3d1f26eaf45c08087d80f,2022,2022-04-19,100.0,0.84,0.84,6° Grado,Grado,Ciencias Sociales,Componente 23,103168,False
IQS,a21c0ecb4f7d43058f7c1670,18b155f0d3d94396a7e9c5b7,2026,2026-08-05,,0.08,0.08,6° Grado,Grado,Ciencias Sociales,Componente 43,102751,False
IQS,235671a27736447a80bfa3f3,563383f2599843af8dbb37e5,2026,2026-01-10,50.0,0.0,0.0,3° Grado,Grado,Ciencias de la Naturaleza,Componente 35,103073,False
IQS,2302047eddb2416dbedb0487,b0553cb957b841c0a75b60a7,2023,2023-02-11,50.0,0.0,0.0,6° Grado,Grado,Matemáticas,Componente 1,103936,False
IQS,e7c6afa43cd440a7b28f451b,97c35894ee044156b7eb3f63,2023,2023-04-10,50.0,0.33,0.33,3° Grado,Grado,Matemáticas,Componente 41,101569,False
IQS,ab38746ae5e44a3c802f428c,7f0bb751143747498ca0de1b,2023,2023-07-03,100.0,0.3,0.3,6° Grado,Grado,Matemáticas,Componente 41,101436,False
IQS,885d07e6b96d402285ac8cd1,5a4baf163c72464ba70bdfc3,2023,2023-08-29,,1.32,1.32,6° Grado,Grado,Ciencias de la Naturaleza,Componente 2,103363,False
IQS,ab6592b4d0d94f40b64d68c0,d9e60eb68f914f6187d3f41b,2023,2023-01-25,,0.2,0.2,6° Grado,Grado,Lengua Española,Componente 2,101364,False
IQS,9bd70837c6f94e64b2325c95,fc9daf204ab94c74a3f7944f,2023,2023-01-07,,0.55,0.55,3° Grado,Grado,Ciencias Sociales,Componente 6,100885,False
IQS,4cd7ac116b924a099441f843,b8dd33bc101c4fedbbe7b7bf,2025,2025-01-23,25.0,0.05,0.05,6° Grado,Grado,Matemáticas,Componente 4,101732,False
IQS,ac55f92e3bcb42838b83e68b,5f684ea408f34c599543b6d3,2024,2024-10-19,,1.41,1.41,4° Grado,Grado,Matemáticas,Componente 19,103335,False
IQS,3fc07670263c4e6cb9894fb3,edbfff2f23414b01a8609b91,2023,2023-03-22,,0.3,0.3,3° Grado,Grado,Ciencias de la Naturaleza,Componente 8,103754,False
IQS,c3f29eefee90426c8c4ded67,a3cf4fe919384fc0ac8f4fe1,2023,2023-05-02,100.0,0.59,0.59,1° Grado,Grado,Ciencias de la Naturaleza,Componente 42,101637,False
IQS,b12ef7faa030479b9e9e04fa,94c141c0df4548dd96390aeb,2024,2024-12-21,,0.66,0.66,6° Grado,Grado,Lengua Española,Componente 28,101648,False
IQS,2ba3870d624b4e8993052e78,43a0470f4f0a40b09a0d3b2d,2023,2023-06-10,,5.62,4.0,6° Grado,Grado,Matemáticas,Componente 3,102859,False
IQS,be133550361249d0897889ae,a1ef853e3d6a45b4a1a54d7a,2026,2026-06-09,,0.23,0.23,6° Grado,Grado,Matemáticas,Componente 40,103534,False
IQS,f6a26e79b4604367a5509bf5,80cc1f161bc34cfab1b5e506,2023,2023-05-16,25.0,0.24,0.24,5° Grado,Grado,Lengua Española,Componente 36,101554,False
IQS,09e245dc0bb0481783525b46,6f228061777f4db7bef0ecf1,2023,2023-06-22,,1.77,1.77,5° Grado,Grado,Lengua Española,Componente 22,102956,False
IQS,91c60adbdd3645d89029c4a8,14d3f039863b4c95bca86a9a,2024,2024-07-05,,0.17,0.17,6° Grado,Grado,Ciencias de la Naturaleza,Componente 41,100924,False
IQS,7ccf67fd5f0f4412a457516b,94ea4abfe4444a469873471c,2026,2026-04-08,,0.66,0.66,6° Grado,Grado,Ciencias Sociales,Componente 12,101562,False
IQS,105d6c69dfb7495693dbd90b,14a3d6f3d82d4518bdfb47e9,2023,2023-01-23,25.0,0.77,0.77,6° Grado,Grado,Lengua Española,Componente 16,102666,False
IQS,a042c62a54c148a19d7b1693,589f39b52d984141bbd7c190,2024,2024-06-04,,0.08,0.08,3° Grado,Grado,Matemáticas,Componente 14,103303,False
IQS,aa9ea3c04de54bff8149a2f3,ec463c9da1a3453faf86fc81,2023,2023-03-03,75.0,0.96,0.96,3° Grado,Grado,Lengua Española,Componente 10,103325,False
IQS,30cb2ea712be446f954d4fbc,edbfff2f23414b01a8609b91,2024,2024-05-10,25.0,0.02,0.02,4° Grado,Grado,Ciencias de la Naturaleza,Componente 24,103754,False
IQS,125ef16d65594ae098c4b655,c19290cb39c74928ae063e97,2023,2023-08-31,25.0,,,4° Grado,Grado,Ciencias de la Naturaleza,Componente 28,103814,False
IQS,e2ae014cf05f4a62addf8364,d586bf4afa71469ea1e10697,2026,2026-03-09,,0.13,0.13,4° Grado,Grado,Ciencias de la Naturaleza,Componente 51,104487,False
IQS,724db86681074abdb0c1f1f7,5558930c63084d958f703c26,2026,2026-01-25,,0.54,0.54,1° Grado,Grado,Matemáticas,Componente 57,101351,False
IQS,399820e3eb2140cd9bf22f32,e96dbacb568f480bb863f60a,2024,2024-01-29,75.0,0.01,0.01,6° Grado,Grado,Matemáticas,Componente 37,102183,False
IQS,dad4bc3e657849aabca8a9a6,cb026111deb549e3acbff6eb,2025,2025-11-24,100.0,0.25,0.25,6° Grado,Grado,Lengua Española,Componente 44,103737,False
IQS,b7c6f818111341ed935363ad,e4cfdb3a24234354b75ba10f,2026,2026-01-29,25.0,1.5,1.5,1° Grado,Grado,Lengua Española,Componente 19,103980,False
IQS,8d2ff574925d496faa7492bb,f5b78e3228124e6d99606af7,2024,2024-06-11,75.0,0.45,0.45,6° Grado,Grado,Ciencias de la Naturaleza,Componente 47,104719,True
IQS,a524151f488c49a0a2168867,fed71366c4e643349d154d29,2024,2024-05-04,100.0,0.1,0.1,4° Grado,Grado,Ciencias Sociales,Componente 3,105152,False
IQS,e14072b473184b7c86aa9572,fc9daf204ab94c74a3f7944f,2023,2023-04-01,100.0,2.17,2.17,2° Grado,Grado,Ciencias de la Naturaleza,Componente 23,100885,False
IQS,c9edbe78cce440a3944a2c31,d269cc53ea4043b1ab3d1db2,2023,2023-12-22,,0.04,0.04,3° Grado,Grado,Lengua Española,Componente 49,100831,False
IQS,00f6a5c495864a119a0f325c,bbb88782c7d244988319f036,2023,2023-02-06,,0.44,0.44,6° Grado,Grado,Ciencias de la Naturaleza,Componente 43,102784,False
IQS,1d050a71cb8747758d8c849d,af784f89454c4cea98ff0c3b,2023,2023-06-19,,0.12,0.12,3° Grado,Grado,Matemáticas,Componente 19,103967,False
IQS,2243d30cad60492ebbf774f8,d269cc53ea4043b1ab3d1db2,2023,2023-04-25,25.0,0.12,0.12,6° Grado,Grado,Matemáticas,Componente 36,100831,False
IQS,72fc3138738e45d99bb423b6,e4cfdb3a24234354b75ba10f,2024,2024-08-27,0.0,1.74,1.74,6° Grado,Grado,Lengua Española,Componente 47,103980,False
IQS,6ec030d2783343f7a6bf64bc,563383f2599843af8dbb37e5,2023,2023-11-03,100.0,0.13,0.13,1° Grado,Grado,Lengua Española,Componente 57,103073,False
IQS,bd782bb717f5470499ebb855,97d494410166468cbf225f11,2024,2024-01-10,100.0,0.35,0.35,1° Grado,Grado,Ciencias Sociales,Componente 18,103732,False
IQS,0f5fb7a3edc14bf793551853,b0514fa13cdb4c3dbed1c321,2024,2024-12-03,75.0,0.07,0.07,6° Grado,Grado,Ciencias Sociales,Componente 28,103471,False
IQS,1bd0a4e282284abca6da02e5,20ff08b82a674c5daaa66674,2023,2023-08-15,,1.54,1.54,4° Grado,Grado,Matemáticas,Componente 9,104568,False
IQS,59502ffb16b2444ba9995975,7dd6a62e0570449f8211be67,2023,2023-02-14,25.0,0.06,0.06,6° Grado,Grado,Matemáticas,Componente 26,100893,False
IQS,5550be4c0190499485a379a7,1da14ff6abde4de4bf31122b,2023,2023-09-24,75.0,0.08,0.08,1° Grado,Grado,Ciencias Sociales,Componente 50,102483,False
IQS,e315cb29019441d3a781c456,99454e87891b4d709850a4fe,2023,2023-02-13,25.0,0.28,0.28,3° Grado,Grado,Matemáticas,Componente 35,103485,False
IQS,eba88ecb83194f599e016b1b,00b54deac72546cdafa17218,2023,2023-10-09,,0.19,0.19,6° Grado,Grado,Ciencias Sociales,Componente 51,102531,False
IQS,6609381d440e4ead9aad8162,62af377d2209497d93397f51,2023,2023-06-05,25.0,1.24,1.24,6° Grado,Grado,Ciencias Sociales,Componente 32,102892,False
IQS,61e206300a8040d4b93a2ed5,1c5eefcdf33e473cb7e0d013,2023,2023-06-08,,0.38,0.38,6° Grado,Grado,Ciencias Sociales,Componente 19,100853,False
